id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
164,Warning disco: server staging al 85% (rischio saturazione),"Richiesta patch di sicurezza per libreria obsoleta in assistenza. Vulnerabilità media segnalata dal security sacn. Non c'è exploit attivo, ma la policy richidee aggiornaemnto entro 30 giorni. Pianificare installazione patch in ambiente di test. per bonifico preventivo",Tecnico,bassa,58,268,"Warning disco: server staging al 85% (rischio saturazione) Richiesta patch di sicurezza per libreria obsoleta in assistenza. Vulnerabilità media segnalata dal security sacn. Non c'è exploit attivo, ma la policy richidee aggiornaemnto entro 30 giorni. Pianificare installazione patch in ambiente di test. per bonifico preventivo",warning disco server staging al 85 rischio saturazione richiesta patch di sicurezza per libreria obsoleta in assistenza vulnerabilità media segnalata dal security sacn non c è exploit attivo ma la policy richidee aggiornaemnto entro 30 giorni pianificare installazione patch in ambiente di test per bonifico preventivo,45,46,train
165,Blocco inserimento ordini ORD-80586 - errore 504 negoziazione,"Lentezza eccessiva nel caricamento della dashboard gestione utenti. Impiega 15 secondi per aprirsi invece dei soliti 2. Il applicativo è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB demo., problema su versione - fattura con ordine urgentep",Tecnico,alta,61,292,"Blocco inserimento ordini ORD-80586 - errore 504 negoziazione Lentezza eccessiva nel caricamento della dashboard gestione utenti. Impiega 15 secondi per aprirsi invece dei soliti 2. Il applicativo è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB demo., problema su versione - fattura con ordine urgentep",blocco inserimento ordini ord 80586 errore 504 negoziazione lentezza eccessiva nel caricamento della dashboard gestione utenti impiega 15 secondi per aprirsi invece dei soliti 2 il applicativo è utilizzabile ma la navigazione è frustrante per gli utenti probabile query non ottimizzata su db demo problema su versione fattura con ordine urgentep,52,51,train
166,Test: funzionalità sandbox pre-produzione,Lentezza eccessiva nel caricamento della dashboard report vendite. Impiega 15 secondi per aprirsi invece dei soliti 2. Il sistema è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB pre-produzione.,Tecnico,media,41,245,Test: funzionalità sandbox pre-produzione Lentezza eccessiva nel caricamento della dashboard report vendite. Impiega 15 secondi per aprirsi invece dei soliti 2. Il sistema è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB pre-produzione.,test funzionalità sandbox pre produzione lentezza eccessiva nel caricamento della dashboard report vendite impiega 15 secondi per aprirsi invece dei soliti 2 il sistema è utilizzabile ma la navigazione è frustrante per gli utenti probabile query non ottimizzata su db pre produzione,40,42,test
167,Wishlist: estetica interfaccia catalogo - sconto,"Richiesta PDF aggiornato del manuale utente modulo catalogo. La versione sul server è obsoleta (manca capitolo 5). Non serve per attività correnti, ma per completezza archivio documentale. Inviare file quando disponibile.",Tecnico,bassa,48,221,"Wishlist: estetica interfaccia catalogo - sconto Richiesta PDF aggiornato del manuale utente modulo catalogo. La versione sul server è obsoleta (manca capitolo 5). Non serve per attività correnti, ma per completezza archivio documentale. Inviare file quando disponibile.",wishlist estetica interfaccia catalogo sconto richiesta pdf aggiornato del manuale utente modulo catalogo la versione sul server è obsoleta manca capitolo 5 non serve per attività correnti ma per completezza archivio documentale inviare file quando disponibile,37,36,train
168,Info: codice ERR_CONNECTION_REFUSED (falso positivo),Il job notutrno di importazione dati ha saltato 5 record su 1000. err di validazione sui campi data. I restanti 995 record sono ok. Analizzare i 5 scarti e capire perché il formato data era errato. per preventivor,Tecnico,media,52,213,Info: codice ERR_CONNECTION_REFUSED (falso positivo) Il job notutrno di importazione dati ha saltato 5 record su 1000. err di validazione sui campi data. I restanti 995 record sono ok. Analizzare i 5 scarti e capire perché il formato data era errato. per preventivor,info codice err_connection_refused falso positivo il job notutrno di importazione dati ha saltato 5 record su 1000 err di validazione sui campi data i restanti 995 record sono ok analizzare i 5 scarti e capire perché il formato data era errato per preventivor,43,43,train
169,Errore job notturno: 5 record scartati su 1000,"Richiesta patch di sicurezza per liberria obsoleta in clienti. Vulnerabilità media segnalata dal security scan. Non c'è exploit attivo, ma la policy richiede update entro 30 giorni. Pianificare installazione patch in ambiente di test.",Tecnico,media,46,234,"Errore job notturno: 5 record scartati su 1000 Richiesta patch di sicurezza per liberria obsoleta in clienti. Vulnerabilità media segnalata dal security scan. Non c'è exploit attivo, ma la policy richiede update entro 30 giorni. Pianificare installazione patch in ambiente di test.",errore job notturno 5 record scartati su 1000 richiesta patch di sicurezza per liberria obsoleta in clienti vulnerabilità media segnalata dal security scan non c è exploit attivo ma la policy richiede update entro 30 giorni pianificare installazione patch in ambiente di test,42,43,train
170,Formattazione rotta: PDF report illeggibile,"Curiosità su dati storici cliente: ho notato record vecchi di 5 anni. Non creano problemi, ma volevo capire la policy di retention. Solo per mia informazione personale, nessuna azione correttiva richiesta. Chiudere il ticket dopo breve risposta informativa. fattura con condizioni commerciali per condizioni commerciali",Tecnico,bassa,43,319,"Formattazione rotta: PDF report illeggibile Curiosità su dati storici cliente: ho notato record vecchi di 5 anni. Non creano problemi, ma volevo capire la policy di retention. Solo per mia informazione personale, nessuna azione correttiva richiesta. Chiudere il ticket dopo breve risposta informativa. fattura con condizioni commerciali per condizioni commerciali",formattazione rotta pdf report illeggibile curiosità su dati storici cliente ho notato record vecchi di 5 anni non creano problemi ma volevo capire la policy di retention solo per mia informazione personale nessuna azione correttiva richiesta chiudere il ticket dopo breve risposta informativa fattura con condizioni commerciali per condizioni commerciali,50,50,train
171,Formattazione rotta: PDF report illeggibile - negoziazione,"Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al igorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere pirma che diventi critica. con scadenza",Tecnico,bassa,58,265,"Formattazione rotta: PDF report illeggibile - negoziazione Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al igorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere pirma che diventi critica. con scadenza",formattazione rotta pdf report illeggibile negoziazione log del server application pieno di warning connection reset il servizio non è mai andato down ma i log crescono di 1gb al igorno rischio saturazione disco se non si indaga la causa situazione da monitorare e correggere pirma che diventi critica con scadenza,51,50,train
172,problem job notturno: 5 record scartati su 1000,Il sistema pre-produzione è completamente bloccato da quseta mattina. Impossibile accedere al modulo fatzione e gestione ordini. Circa 8 utenti bloccati inclusi reparti amministrativi e commerciali. bug restituito: 504. Tutte operazioni business ferme includendo emissione fatture per clienti Castiglione-Trentin SPA e conferma ordini. Intervento urgentissimo richiesto. per pagamentoi,Tecnico,alta,47,385,problem job notturno: 5 record scartati su 1000 Il sistema pre-produzione è completamente bloccato da quseta mattina. Impossibile accedere al modulo fatzione e gestione ordini. Circa 8 utenti bloccati inclusi reparti amministrativi e commerciali. bug restituito: 504. Tutte operazioni business ferme includendo emissione fatture per clienti Castiglione-Trentin SPA e conferma ordini. Intervento urgentissimo richiesto. per pagamentoi,problem job notturno 5 record scartati su 1000 il sistema pre produzione è completamente bloccato da quseta mattina impossibile accedere al modulo fatzione e gestione ordini circa 8 utenti bloccati inclusi reparti amministrativi e commerciali bug restituito 504 tutte operazioni business ferme includendo emissione fatture per clienti castiglione trentin spa e conferma ordini intervento urgentissimo richiesto per pagamentoi,56,58,test
173,Nota: monitoraggio passivo demo - importo - sconto,Lentezza eccessiva nel caricamento della dashboard schermata ordini. Impiega 15 secondi per aprirsi invece dei soliti 2. Il system è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB demo.,Tecnico,media,50,236,Nota: monitoraggio passivo demo - importo - sconto Lentezza eccessiva nel caricamento della dashboard schermata ordini. Impiega 15 secondi per aprirsi invece dei soliti 2. Il system è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB demo.,nota monitoraggio passivo demo importo sconto lentezza eccessiva nel caricamento della dashboard schermata ordini impiega 15 secondi per aprirsi invece dei soliti 2 il system è utilizzabile ma la navigazione è frustrante per gli utenti probabile query non ottimizzata su db demo,44,42,train
174,Emergenza: perdita dati cliente Ferrara-Siffredi s.r.l. su ambiente demo per negoziazione,"Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere prima che diventi rcitica. preventivo suggerimento per pagamento",Tecnico,alta,89,290,"Emergenza: perdita dati cliente Ferrara-Siffredi s.r.l. su ambiente demo per negoziazione Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere prima che diventi rcitica. preventivo suggerimento per pagamento",emergenza perdita dati cliente ferrara siffredi s r l su ambiente demo per negoziazione log del server application pieno di warning connection reset il servizio non è mai andato down ma i log crescono di 1gb al giorno rischio saturazione disco se non si indaga la causa situazione da monitorare e correggere prima che diventi rcitica preventivo suggerimento per pagamento,57,60,train
